financialsDate,effectiveTaxRate,earningsBeforeInterestAndTaxes,symbol,financialsYear,company,sector
"2004-12-28",0.40048,114.7682,"CERN",2004,"Cerner","Health Care"
"2005-12-28",0.39702,146.8,"CERN",2005,"Cerner","Health Care"
"2006-12-28",0.39147,166.1,"CERN",2006,"Cerner","Health Care"
"2007-12-28",0.37674,204.1,"CERN",2007,"Cerner","Health Care"
"2008-12-28",0.3364,258.2,"CERN",2008,"Cerner","Health Care"
"2009-12-28",0.33899,292,"CERN",2009,"Cerner","Health Care"
"2010-12-28",0.34494,359.4,"CERN",2010,"Cerner","Health Care"
"2011-12-28",0.3472,460,"CERN",2011,"Cerner","Health Care"
"1999-12-31",0.31119,1142.3,"CF",1999,"CF Industries Holdings","Materials"
"2002-12-31",0.3175,1500.2,"CF",2002,"CF Industries Holdings","Materials"
"2005-12-31",0.6,152.2,"CF",2005,"CF Industries Holdings","Materials"
"2006-12-31",0.3717,92.7,"CF",2006,"CF Industries Holdings","Materials"
"2007-12-31",0.3492,604.8,"CF",2007,"CF Industries Holdings","Materials"
"2008-12-31",0.3572,1154.7,"CF",2008,"CF Industries Holdings","Materials"
"2009-12-31",0.4015,776.5,"CF",2009,"CF Industries Holdings","Materials"
"2010-12-31",0.20346,1073.4,"CF",2010,"CF Industries Holdings","Materials"
"2011-12-31",0.3562,2766,"CF",2011,"CF Industries Holdings","Materials"
"2005-12-31",0.38235,1877,"SCHW",2005,"Charles Schwab","Financials"
"2006-12-31",0.39634,1476,"SCHW",2006,"Charles Schwab","Financials"
"2007-12-31",0.39557,1853,"SCHW",2007,"Charles Schwab","Financials"
"2008-12-31",0.39349,2028,"SCHW",2008,"Charles Schwab","Financials"
"2009-12-31",0.38323,1276,"SCHW",2009,"Charles Schwab","Financials"
"2010-12-31",0.27214,779,"SCHW",2010,"Charles Schwab","Financials"
"2011-12-31",0.3793,1392,"SCHW",2011,"Charles Schwab","Financials"
"1999-12-31",0.05024,210.4,"CHK",1999,"Chesapeake Energy","Energy"
"2000-12-31",0,383.8964,"CHK",2000,"Chesapeake Energy","Energy"
"2001-12-31",0.40068,730.8292,"CHK",2001,"Chesapeake Energy","Energy"
"2002-12-31",0.38857,221,"CHK",2002,"Chesapeake Energy","Energy"
"2003-12-31",0.37835,1141.5558,"CHK",2003,"Chesapeake Energy","Energy"
"2004-12-31",0.35575,1059.9189,"CHK",2004,"Chesapeake Energy","Energy"
"2005-12-31",0.365,1981.1,"CHK",2005,"Chesapeake Energy","Energy"
"2006-12-31",0.38454,2859.2,"CHK",2006,"Chesapeake Energy","Energy"
"2007-12-31",0.38015,2649,"CHK",2007,"Chesapeake Energy","Energy"
"2008-12-31",0.37358,4161,"CHK",2008,"Chesapeake Energy","Energy"
"2009-12-31",0.22826,2102,"CHK",2009,"Chesapeake Energy","Energy"
"2010-12-31",0.38475,2530,"CHK",2010,"Chesapeake Energy","Energy"
"2011-12-31",0.3465,2288,"CHK",2011,"Chesapeake Energy","Energy"
"2000-12-31",0.44067,23113.9986,"CVX",2000,"Chevron","Energy"
"2001-12-31",0.60343,15610.5781,"CVX",2001,"Chevron","Energy"
"2002-12-31",0.72762,4754,"CVX",2002,"Chevron","Energy"
"2003-12-31",0.43383,19165.1814,"CVX",2003,"Chevron","Energy"
"2004-12-31",0.35147,21543.65,"CVX",2004,"Chevron","Energy"
"2005-12-31",0.44045,25990,"CVX",2005,"Chevron","Energy"
"2006-12-31",0.46404,32548,"CVX",2006,"Chevron","Energy"
"2007-12-31",0.41903,32215,"CVX",2007,"Chevron","Energy"
"2008-12-31",0.44291,43269,"CVX",2008,"Chevron","Energy"
"2009-12-31",0.43421,19136,"CVX",2009,"Chevron","Energy"
"2010-12-31",0.40652,32617,"CVX",2010,"Chevron","Energy"
"2011-12-31",0.4354,48090,"CVX",2011,"Chevron","Energy"
"2005-12-31",0,117.1,"CMG",2005,"Chipotle Mexican Grill","Consumer Discretionary"
"2006-12-31",0.3932,72.7,"CMG",2006,"Chipotle Mexican Grill","Consumer Discretionary"
"2007-12-31",0.38104,123.9,"CMG",2007,"Chipotle Mexican Grill","Consumer Discretionary"
"2008-12-31",0.38523,124,"CMG",2008,"Chipotle Mexican Grill","Consumer Discretionary"
"2009-12-31",0.3789,203.7,"CMG",2009,"Chipotle Mexican Grill","Consumer Discretionary"
"2010-12-31",0.38082,301.9,"CMG",2010,"Chipotle Mexican Grill","Consumer Discretionary"
"2011-12-31",0.3854,365,"CMG",2011,"Chipotle Mexican Grill","Consumer Discretionary"
"1999-12-31",0.12533,-5701.1,"CB",1999,"Chubb","Financials"
"2002-12-31",0,0,"CB",2002,"Chubb","Financials"
"2005-12-31",0.23518,0,"CB",2005,"Chubb","Financials"
"2006-12-31",0.27835,0,"CB",2006,"Chubb","Financials"
"2007-12-31",0.28038,0,"CB",2007,"Chubb","Financials"
"1999-12-31",0.30302,4494,"CI",1999,"CIGNA","Health Care"
"2000-12-31",0.34068,4750.6878,"CI",2000,"CIGNA","Health Care"
"2001-12-31",0.33935,5479.938,"CI",2001,"CIGNA","Health Care"
"2002-12-31",0,1423,"CI",2002,"CIGNA","Health Care"
"2003-12-31",0.31697,3466.5045,"CI",2003,"CIGNA","Health Care"
"2004-12-31",0.34815,3972.4672,"CI",2004,"CIGNA","Health Care"
"2005-12-31",0.32052,4049,"CI",2005,"CIGNA","Health Care"
"2006-12-31",0.33039,4377,"CI",2006,"CIGNA","Health Care"
"2007-12-31",0.32844,4809,"CI",2007,"CIGNA","Health Care"
"2008-12-31",0.2381,4666,"CI",2008,"CIGNA","Health Care"
"2009-12-31",0.31563,-3041.4889,"CI",2009,"CIGNA","Health Care"
"2010-12-31",0.28635,5171,"CI",2010,"CIGNA","Health Care"
"2011-12-31",0.3093,5598,"CI",2011,"CIGNA","Health Care"
"1999-12-31",0.20789,-1660.8,"CINF",1999,"Cincinnati Financial","Financials"
"2002-12-31",0.19571,0,"CINF",2002,"Cincinnati Financial","Financials"
"2005-12-31",0.26247,0,"CINF",2005,"Cincinnati Financial","Financials"
"2006-12-31",0.23101,0,"CINF",2006,"Cincinnati Financial","Financials"
"2007-12-31",0.24691,0,"CINF",2007,"Cincinnati Financial","Financials"
"2000-05-31",0.37969,402.3,"CTAS",2000,"Cintas","Industrials"
"2001-05-31",0.37593,458.0684,"CTAS",2001,"Cintas","Industrials"
"2002-05-31",0.36959,478.1246,"CTAS",2002,"Cintas","Industrials"
"2003-05-31",0.37019,423.8,"CTAS",2003,"Cintas","Industrials"
"2004-05-31",0.37001,576.0463,"CTAS",2004,"Cintas","Industrials"
"2005-05-31",0.36997,494.5802,"CTAS",2005,"Cintas","Industrials"
"2006-05-31",0.373,546.9,"CTAS",2006,"Cintas","Industrials"
"2007-05-31",0.373,577.4,"CTAS",2007,"Cintas","Industrials"
"2008-05-31",0.368,577.4,"CTAS",2008,"Cintas","Industrials"
"2009-05-31",0.32533,409.1,"CTAS",2009,"Cintas","Industrials"
"2010-05-31",0.373,411.5,"CTAS",2010,"Cintas","Industrials"
"2011-05-31",0.371,440.3,"CTAS",2011,"Cintas","Industrials"
"2012-05-31",0.368,540,"CTAS",2012,"Cintas","Industrials"
"2000-07-28",0.2997,5706,"CSCO",2000,"Cisco Systems","Information Technology"
"2001-07-28",0.2997,5706.792,"CSCO",2001,"Cisco Systems","Information Technology"
"2002-07-28",0.2805,4374.1094,"CSCO",2002,"Cisco Systems","Information Technology"
"2003-07-28",0.27986,5410,"CSCO",2003,"Cisco Systems","Information Technology"
"2004-07-28",0.27995,7753.2265,"CSCO",2004,"Cisco Systems","Information Technology"
"2005-07-28",0.28559,7415.8997,"CSCO",2005,"Cisco Systems","Information Technology"
"2006-07-28",0.26896,6996,"CSCO",2006,"Cisco Systems","Information Technology"
"2007-07-28",0.26896,6996,"CSCO",2007,"Cisco Systems","Information Technology"
"2008-07-28",0.22492,8621,"CSCO",2008,"Cisco Systems","Information Technology"
"2009-07-28",0.20265,7322,"CSCO",2009,"Cisco Systems","Information Technology"
"2010-07-28",0.17504,9164,"CSCO",2010,"Cisco Systems","Information Technology"
"2011-07-28",0.17061,7674,"CSCO",2011,"Cisco Systems","Information Technology"
"2012-07-28",0.2193,12736,"CSCO",2012,"Cisco Systems","Information Technology"
"1999-12-31",0.3576,67469,"C",1999,"Citigroup","Financials"
"2002-12-31",0.34076,76894.5,"C",2002,"Citigroup","Financials"
"2005-12-31",0.30843,94832.3,"C",2005,"Citigroup","Financials"
"2006-12-31",0.27332,116281,"C",2006,"Citigroup","Financials"
"2007-12-31",0,124794,"C",2007,"Citigroup","Financials"
"2008-12-31",0,73316,"C",2008,"Citigroup","Financials"
"2009-12-31",0,83019,"C",2009,"Citigroup","Financials"
"2010-12-31",0.16937,87035,"C",2010,"Citigroup","Financials"
"2011-12-31",0.2408,76899,"C",2011,"Citigroup","Financials"
"1999-12-31",-0.021276595744681,48.8,"CLF",1999,"Cliffs Natural Resources","Materials"
"2000-12-31",0,36.08539,"CLF",2000,"Cliffs Natural Resources","Materials"
"2001-12-31",0,-29.3995,"CLF",2001,"Cliffs Natural Resources","Materials"
"2002-12-31",0,-61.9706,"CLF",2002,"Cliffs Natural Resources","Materials"
"2003-12-31",0,24.2729,"CLF",2003,"Cliffs Natural Resources","Materials"
"2004-12-31",0,116.7872,"CLF",2004,"Cliffs Natural Resources","Materials"
"2005-12-31",0.23037,341.1,"CLF",2005,"Cliffs Natural Resources","Materials"
"2006-12-31",0.24856,359.4,"CLF",2006,"Cliffs Natural Resources","Materials"
"2007-12-31",0.22091,347.8,"CLF",2007,"Cliffs Natural Resources","Materials"
"2008-12-31",0.24576,1171.1,"CLF",2008,"Cliffs Natural Resources","Materials"
"2009-12-31",0.29136163982431,188.2,"CLF",2009,"Cliffs Natural Resources","Materials"
"2010-12-31",0.28175,1285.5,"CLF",2010,"Cliffs Natural Resources","Materials"
"2011-12-31",0.1874,2414,"CLF",2011,"Cliffs Natural Resources","Materials"
"2000-06-30",0.36094,981,"CLX",2000,"Clorox","Consumer Staples"
"2001-06-30",0.2967,894.9579,"CLX",2001,"Clorox","Consumer Staples"
"2002-06-30",0.35341,941.9895,"CLX",2002,"Clorox","Consumer Staples"
"2003-06-30",0.3591,855,"CLX",2003,"Clorox","Consumer Staples"
"2004-06-30",0.35,1068.8928,"CLX",2004,"Clorox","Consumer Staples"
"2005-06-30",0.29081,820.9952,"CLX",2005,"Clorox","Consumer Staples"
"2006-06-30",0.32159,779,"CLX",2006,"Clorox","Consumer Staples"
"2007-06-30",0.33244,867,"CLX",2007,"Clorox","Consumer Staples"
"2008-06-30",0.33478,888,"CLX",2008,"Clorox","Consumer Staples"
"2009-06-30",0.33785,1018,"CLX",2009,"Clorox","Consumer Staples"
"2010-06-30",0.34811,1093,"CLX",2010,"Clorox","Consumer Staples"
"2011-06-30",0.49023,921,"CLX",2011,"Clorox","Consumer Staples"
"2012-06-30",0.3135,903,"CLX",2012,"Clorox","Consumer Staples"
"2000-12-31",0.41917,4.9766,"CME",2000,"CME Group","Financials"
"2004-12-31",0.40282,391.9432,"CME",2004,"CME Group","Financials"
"2005-12-31",0.3964,531.4,"CME",2005,"CME Group","Financials"
"2006-12-31",0.39352,620.8,"CME",2006,"CME Group","Financials"
"2007-12-31",0.39908,1086.3,"CME",2007,"CME Group","Financials"
"2008-12-31",0.4104,1587.1,"CME",2008,"CME Group","Financials"
"2009-12-31",0.41084,1615.3,"CME",2009,"CME Group","Financials"
"2010-12-31",0.41228,1851.6,"CME",2010,"CME Group","Financials"
"2011-12-31",0.4205,2021,"CME",2011,"CME Group","Financials"
"1999-12-31",0.20329,1591,"CMS",1999,"CMS Energy","Utilities"
"2000-12-31",0.275,1693.4236,"CMS",2000,"CMS Energy","Utilities"
"2001-12-31",0.29796,1485.9995,"CMS",2001,"CMS Energy","Utilities"
"2002-12-31",0,697,"CMS",2002,"CMS Energy","Utilities"
"2003-12-31",0.6,858.9254,"CMS",2003,"CMS Energy","Utilities"
"2004-12-31",0.0678,638.2288,"CMS",2004,"CMS Energy","Utilities"
"2005-12-31",0.25602,785,"CMS",2005,"CMS Energy","Utilities"
"2006-12-31",0,363,"CMS",2006,"CMS Energy","Utilities"
"2007-12-31",0.37631,556,"CMS",2007,"CMS Energy","Utilities"
"2008-12-31",0.31626,795,"CMS",2008,"CMS Energy","Utilities"
"2009-12-31",0.34595,733,"CMS",2009,"CMS Energy","Utilities"
"2010-12-31",0.38103,968,"CMS",2010,"CMS Energy","Utilities"
"2011-12-31",0.3684,1004,"CMS",2011,"CMS Energy","Utilities"
"2002-06-30",0.35493,162.4987,"COH",2002,"Coach","Consumer Discretionary"
"2003-06-30",0.37001,243.8,"COH",2003,"Coach","Consumer Discretionary"
"2004-06-30",0.37499,487.3538,"COH",2004,"Coach","Consumer Discretionary"
"2005-06-30",0.36902,621.8578,"COH",2005,"Coach","Consumer Discretionary"
"2006-06-30",0.38,764.6,"COH",2006,"Coach","Consumer Discretionary"
"2007-06-30",0.3848,993.4,"COH",2007,"Coach","Consumer Discretionary"
"2008-06-30",0.39,1179.2,"COH",2008,"Coach","Consumer Discretionary"
"2009-06-30",0.38,1000.3,"COH",2009,"Coach","Consumer Discretionary"
"2010-06-30",0.36199,1150.2,"COH",2010,"Coach","Consumer Discretionary"
"2011-06-30",0.3231,1304.9,"COH",2011,"Coach","Consumer Discretionary"
"2012-06-30",0.31,1512,"COH",2012,"Coach","Consumer Discretionary"
"1999-12-31",0.30203,5587,"KO",1999,"Coca","Consumer Staples"
"2000-12-31",0.27058,5906.2246,"KO",2000,"Coca","Consumer Staples"
"2001-12-31",0.29824,6154.9834,"KO",2001,"Coca","Consumer Staples"
"2002-12-31",0.26955,5458,"KO",2002,"Coca","Consumer Staples"
"2003-12-31",0.21061,6643.5908,"KO",2003,"Coca","Consumer Staples"
"2004-12-31",0.24499,6178.764,"KO",2004,"Coca","Consumer Staples"
"2005-12-31",0.23498,6173,"KO",2005,"Coca","Consumer Staples"
"2006-12-31",0.22397,6597,"KO",2006,"Coca","Consumer Staples"
"2007-12-31",0.24032,7506,"KO",2007,"Coca","Consumer Staples"
"2008-12-31",0.22195,8446,"KO",2008,"Coca","Consumer Staples"
"2009-12-31",0.22803,8231,"KO",2009,"Coca","Consumer Staples"
"2010-12-31",0.22691,9579,"KO",2010,"Coca","Consumer Staples"
"2011-12-31",0.239,11050,"KO",2011,"Coca","Consumer Staples"
"1999-12-31",0.33508,2290,"CCE",1999,"Coca-Cola Enterprises","Consumer Staples"
"2000-12-31",0.29904,2364.425,"CCE",2000,"Coca-Cola Enterprises","Consumer Staples"
"2001-12-31",0,1954.022,"CCE",2001,"Coca-Cola Enterprises","Consumer Staples"
"2002-12-31",0.29929,1364,"CCE",2002,"Coca-Cola Enterprises","Consumer Staples"
"2003-12-31",0.30453,2674.019,"CCE",2003,"Coca-Cola Enterprises","Consumer Staples"
"2004-12-31",0.27139,1435.9882,"CCE",2004,"Coca-Cola Enterprises","Consumer Staples"
"2005-12-31",0.34937,1431,"CCE",2005,"Coca-Cola Enterprises","Consumer Staples"
"2006-12-31",0,-1495.2176,"CCE",2006,"Coca-Cola Enterprises","Consumer Staples"
"2007-12-31",0.14998,1431,"CCE",2007,"Coca-Cola Enterprises","Consumer Staples"
"2008-12-31",0.24586,1326,"CCE",2008,"Coca-Cola Enterprises","Consumer Staples"
"2009-12-31",0.24091,1527,"CCE",2009,"Coca-Cola Enterprises","Consumer Staples"
"2010-12-31",0.16354,810,"CCE",2010,"Coca-Cola Enterprises","Consumer Staples"
"2011-12-31",0.2074,1033,"CCE",2011,"Coca-Cola Enterprises","Consumer Staples"
"1999-12-31",0.37398,19.1,"CTSH",1999,"Cognizant Technology Solutions","Information Technology"
"2000-12-31",0.37399,30.6332,"CTSH",2000,"Cognizant Technology Solutions","Information Technology"
"2001-12-31",0.37399,41.9876,"CTSH",2001,"Cognizant Technology Solutions","Information Technology"
"2002-12-31",0.22469,45.2,"CTSH",2002,"Cognizant Technology Solutions","Information Technology"
"2003-12-31",0.20024,84.2442,"CTSH",2003,"Cognizant Technology Solutions","Information Technology"
"2004-12-31",0.17898,117.661,"CTSH",2004,"Cognizant Technology Solutions","Information Technology"
"2005-12-31",0.16951,177.6,"CTSH",2005,"Cognizant Technology Solutions","Information Technology"
"2006-12-31",0.16204,258.9,"CTSH",2006,"Cognizant Technology Solutions","Information Technology"
"2007-12-31",0.15499,381.5,"CTSH",2007,"Cognizant Technology Solutions","Information Technology"
"2008-12-31",0.16375,516.7,"CTSH",2008,"Cognizant Technology Solutions","Information Technology"
"2009-12-31",0.16012,618.5,"CTSH",2009,"Cognizant Technology Solutions","Information Technology"
"2010-12-31",0.16508,861.8,"CTSH",2010,"Cognizant Technology Solutions","Information Technology"
"2011-12-31",0.2442,1137,"CTSH",2011,"Cognizant Technology Solutions","Information Technology"
"1999-12-31",0.32791,1980,"CL",1999,"Colgate-Palmolive","Consumer Staples"
"2000-12-31",0.32121,2130.79383,"CL",2000,"Colgate-Palmolive","Consumer Staples"
"2001-12-31",0.30771,2259.4666,"CL",2001,"Colgate-Palmolive","Consumer Staples"
"2002-12-31",0.31118,1839.5,"CL",2002,"Colgate-Palmolive","Consumer Staples"
"2003-12-31",0.30393,2466.937,"CL",2003,"Colgate-Palmolive","Consumer Staples"
"2004-12-31",0.33605,2281.2053,"CL",2004,"Colgate-Palmolive","Consumer Staples"
"2005-12-31",0.35158,2467,"CL",2005,"Colgate-Palmolive","Consumer Staples"
"2006-12-31",0.31871,2588.7,"CL",2006,"Colgate-Palmolive","Consumer Staples"
"2007-12-31",0.32891,2978.3,"CL",2007,"Colgate-Palmolive","Consumer Staples"
"2008-12-31",0.33089,3204.1,"CL",2008,"Colgate-Palmolive","Consumer Staples"
"2009-12-31",0.3225,3726,"CL",2009,"Colgate-Palmolive","Consumer Staples"
"2010-12-31",0.32566,3790,"CL",2010,"Colgate-Palmolive","Consumer Staples"
"2011-12-31",0.3259,3832,"CL",2011,"Colgate-Palmolive","Consumer Staples"
"1999-12-31",0.60826,1880,"CMCSA",1999,"Comcast","Consumer Discretionary"
"2000-12-31",0.41155,676.39078,"CMCSA",2000,"Comcast","Consumer Discretionary"
"2001-12-31",0.54917,2701.8105,"CMCSA",2001,"Comcast","Consumer Discretionary"
"2002-12-31",0.58294,1912,"CMCSA",2002,"Comcast","Consumer Discretionary"
"2003-12-31",0,5120.9268,"CMCSA",2003,"Comcast","Consumer Discretionary"
"2004-12-31",0.45635,2908.8663,"CMCSA",2004,"Comcast","Consumer Discretionary"
"2005-12-31",0.49628,3690,"CMCSA",2005,"Comcast","Consumer Discretionary"
"2006-12-31",0.37479,4619,"CMCSA",2006,"Comcast","Consumer Discretionary"
"2007-12-31",0.41389,5578,"CMCSA",2007,"Comcast","Consumer Discretionary"
"2008-12-31",0.37777,6732,"CMCSA",2008,"Comcast","Consumer Discretionary"
"2009-12-31",0.28946,7214,"CMCSA",2009,"Comcast","Consumer Discretionary"
"2010-12-31",0.39908,7980,"CMCSA",2010,"Comcast","Consumer Discretionary"
"2011-12-31",0.3584,10893,"CMCSA",2011,"Comcast","Consumer Discretionary"
"1999-12-31",0.34894,2158.9,"CMA",1999,"Comerica","Financials"
"2002-12-31",0.31859,2374,"CMA",2002,"Comerica","Financials"
"2005-12-31",0.32682,2116,"CMA",2005,"Comerica","Financials"
"2006-12-31",0.30612,2265,"CMA",2006,"Comerica","Financials"
"2007-12-31",0.30847,2414,"CMA",2007,"Comerica","Financials"
"2008-12-31",0.21691,2235,"CMA",2008,"Comerica","Financials"
"2009-12-31",0,1886,"CMA",2009,"Comerica","Financials"
"2010-12-31",0.1746,1608,"CMA",2010,"Comerica","Financials"
"2011-12-31",0.2585,1536,"CMA",2011,"Comerica","Financials"
"2000-03-30",0.33687,1238.8,"CSC",2000,"Computer Sciences","Information Technology"
"2001-03-30",0.30895,1302.8712,"CSC",2001,"Computer Sciences","Information Technology"
"2002-03-30",0.30737,1496.9203,"CSC",2002,"Computer Sciences","Information Technology"
"2003-03-30",0.28025,751.1,"CSC",2003,"Computer Sciences","Information Technology"
"2004-03-30",0.30613,1910.9274,"CSC",2004,"Computer Sciences","Information Technology"
"2005-03-30",0.30612,884.8692,"CSC",2005,"Computer Sciences","Information Technology"
"2006-03-30",0.30398,961.8,"CSC",2006,"Computer Sciences","Information Technology"
"2007-03-30",0.29498,1048.8,"CSC",2007,"Computer Sciences","Information Technology"
"2008-03-30",0.39201,1173.6,"CSC",2008,"Computer Sciences","Information Technology"
"2009-03-30",0.337,1210.9,"CSC",2009,"Computer Sciences","Information Technology"
"2010-03-30",0.19653,1243,"CSC",2010,"Computer Sciences","Information Technology"
"2011-03-30",0.25103,1079,"CSC",2011,"Computer Sciences","Information Technology"
"2012-03-30",0,178,"CSC",2012,"Computer Sciences","Information Technology"
"2000-05-08",0.24018,1828.2,"CAG",2000,"ConAgra Foods","Consumer Staples"
"2001-05-08",0.38185,2121.1476,"CAG",2001,"ConAgra Foods","Consumer Staples"
"2002-05-08",0.38161,2292.9805,"CAG",2002,"ConAgra Foods","Consumer Staples"
"2003-05-08",0.34167,1514.5,"CAG",2003,"ConAgra Foods","Consumer Staples"
"2004-05-08",0.30861,1735.391,"CAG",2004,"ConAgra Foods","Consumer Staples"
"2005-05-08",0.3918,1308.2699,"CAG",2005,"ConAgra Foods","Consumer Staples"
"2006-05-08",0.32416,872.6,"CAG",2006,"ConAgra Foods","Consumer Staples"
"2007-05-08",0.36384,1230.7,"CAG",2007,"ConAgra Foods","Consumer Staples"
"2008-05-08",0.32634,949.5,"CAG",2008,"ConAgra Foods","Consumer Staples"
"2009-05-08",0.33552,1191.2,"CAG",2009,"ConAgra Foods","Consumer Staples"
"2010-05-08",0.32443,1276.5,"CAG",2010,"ConAgra Foods","Consumer Staples"
"2011-05-08",0.36553,1337.2,"CAG",2011,"ConAgra Foods","Consumer Staples"
"2012-05-08",0.2114,1130,"CAG",2012,"ConAgra Foods","Consumer Staples"
"1999-12-31",0.35012,46.4,"COP",1999,"ConocoPhillips","Energy"
"2001-12-31",0.50189,5073.9658,"COP",2001,"ConocoPhillips","Energy"
"2002-12-31",0.48969,3099.1,"COP",2002,"ConocoPhillips","Energy"
"2003-12-31",0.39781,12722.3316,"COP",2003,"ConocoPhillips","Energy"
"2004-12-31",0.436,13072.9924,"COP",2004,"ConocoPhillips","Energy"
"2005-12-31",0.42073,20535,"COP",2005,"ConocoPhillips","Energy"
"2006-12-31",0.45117,43744,"COP",2006,"ConocoPhillips","Energy"
"2007-12-31",0.48904,41714,"COP",2007,"ConocoPhillips","Energy"
"2008-12-31",0.45813,-7928,"COP",2008,"ConocoPhillips","Energy"
"2009-12-31",0.50797,7822,"COP",2009,"ConocoPhillips","Energy"
"2010-12-31",0.42195,30835,"COP",2010,"ConocoPhillips","Energy"
"2011-12-31",0.4565,37098,"COP",2011,"ConocoPhillips","Energy"
"2000-12-31",0.236,186.3464,"CNX",2000,"CONSOL Energy","Energy"
"2001-12-31",0.236,186.2839,"CNX",2001,"CONSOL Energy","Energy"
"2002-12-31",0.236,-57,"CNX",2002,"CONSOL Energy","Energy"
"2003-12-31",0.236,186.3464,"CNX",2003,"CONSOL Energy","Energy"
"2004-12-31",0,312.1478,"CNX",2004,"CONSOL Energy","Energy"
"2005-12-31",0.19616,249,"CNX",2005,"CONSOL Energy","Energy"
"2006-12-31",0.25626,402.9,"CNX",2006,"CONSOL Energy","Energy"
"2007-12-31",0.28647,287.6,"CNX",2007,"CONSOL Energy","Energy"
"2008-12-31",0.32948,539.9,"CNX",2008,"CONSOL Energy","Energy"
"2009-12-31",0.28059,706.6,"CNX",2009,"CONSOL Energy","Energy"
"2010-12-31",0.2407,730.8,"CNX",2010,"CONSOL Energy","Energy"
"2011-12-31",0.2497,1030,"CNX",2011,"CONSOL Energy","Energy"
"1999-12-31",0.34298,1918.8,"ED",1999,"Consolidated Edison","Utilities"
"2000-12-31",0.34761,1920.23304,"ED",2000,"Consolidated Edison","Utilities"
"2001-12-31",0.40034,2118.2275,"ED",2001,"Consolidated Edison","Utilities"
"2002-12-31",0.36854,1476.3,"ED",2002,"Consolidated Edison","Utilities"
"2003-12-31",0.33714,1911.3515,"ED",2003,"Consolidated Edison","Utilities"
"2004-12-31",0.34272,1243.4962,"ED",2004,"Consolidated Edison","Utilities"
"2005-12-31",0.3361,1514,"ED",2005,"Consolidated Edison","Utilities"
"2006-12-31",0.35208,1665,"ED",2006,"Consolidated Edison","Utilities"
"2007-12-31",0.32565,1862,"ED",2007,"Consolidated Edison","Utilities"
"2008-12-31",0.34979,3023,"ED",2008,"Consolidated Edison","Utilities"
"2009-12-31",0.34193,1899,"ED",2009,"Consolidated Edison","Utilities"
"2010-12-31",0.36041,2120,"ED",2010,"Consolidated Edison","Utilities"
"2011-12-31",0.361,2239,"ED",2011,"Consolidated Edison","Utilities"
"2000-02-28",0.4012,305.3,"STZ",2000,"Constellation Brands","Consumer Staples"
"2001-02-28",0.4,341.29008,"STZ",2001,"Constellation Brands","Consumer Staples"
"2002-02-28",0.4,427.8985,"STZ",2002,"Constellation Brands","Consumer Staples"
"2003-02-28",0.393,409.7,"STZ",2003,"Constellation Brands","Consumer Staples"
"2004-02-28",0.36,640.1425,"STZ",2004,"Constellation Brands","Consumer Staples"
"2005-02-28",0.36,626.7264,"STZ",2005,"Constellation Brands","Consumer Staples"
"2006-02-28",0.31841,746.7,"STZ",2006,"Constellation Brands","Consumer Staples"
"2007-02-28",0.37998,755.1,"STZ",2007,"Constellation Brands","Consumer Staples"
"2008-02-28",0.40818,474.2,"STZ",2008,"Constellation Brands","Consumer Staples"
"2009-02-28",0.26682,605.4,"STZ",2009,"Constellation Brands","Consumer Staples"
"2010-02-28",0.33606,614.2,"STZ",2010,"Constellation Brands","Consumer Staples"
"2011-02-28",0,549.2,"STZ",2011,"Constellation Brands","Consumer Staples"
"2012-02-28",0.1653,541,"STZ",2012,"Constellation Brands","Consumer Staples"
"1999-12-31",0.36001,725.1,"CBE",1999,"Cooper Industries","Industrials"
"2000-12-31",0.35006,824.63551,"CBE",2000,"Cooper Industries","Industrials"
"2001-12-31",0.17415,661.6071,"CBE",2001,"Cooper Industries","Industrials"
"2002-12-31",0.23739,393.8,"CBE",2002,"Cooper Industries","Industrials"
"2003-12-31",0.20828,513.361,"CBE",2003,"Cooper Industries","Industrials"
"2004-12-31",0.207,496.495,"CBE",2004,"Cooper Industries","Industrials"
"2005-12-31",0.2099,559.8,"CBE",2005,"Cooper Industries","Industrials"
"2006-12-31",0.25228,699.2,"CBE",2006,"Cooper Industries","Industrials"
"2007-12-31",0.16209,844.1,"CBE",2007,"Cooper Industries","Industrials"
"2008-12-31",0.26643,930,"CBE",2008,"Cooper Industries","Industrials"
"2009-12-31",0.14315,574,"CBE",2009,"Cooper Industries","Industrials"
"2010-12-31",0.19058,564.7,"CBE",2010,"Cooper Industries","Industrials"
"1999-12-31",0.27274,1052.7,"GLW",1999,"Corning","Industrials"
"2000-12-31",0.32237,2074.28812,"GLW",2000,"Corning","Industrials"
"2001-12-31",0.41509,805.0112,"GLW",2001,"Corning","Industrials"
"2002-12-31",0,-597,"GLW",2002,"Corning","Industrials"
"2003-12-31",0,385.941,"GLW",2003,"Corning","Industrials"
"2004-12-31",0.34021,406.9702,"GLW",2004,"Corning","Industrials"
"2005-12-31",0.18318,772,"GLW",2005,"Corning","Industrials"
"2006-12-31",0.14453,898,"GLW",2006,"Corning","Industrials"
"2007-12-31",0.10421,1262,"GLW",2007,"Corning","Industrials"
"2008-12-31",0.13115,1278,"GLW",2008,"Corning","Industrials"
"2009-12-31",0.03116,639,"GLW",2009,"Corning","Industrials"
