financialsDate,effectiveTaxRate,earningsBeforeInterestAndTaxes,symbol,financialsYear,company,sector
"2010-12-31",0.02992,1425,"GLW",2010,"Corning","Industrials"
"2011-12-31",0.1288,1847,"GLW",2011,"Corning","Industrials"
"2000-09-02",0.4,1291.8,"COST",2000,"Costco","Consumer Staples"
"2001-09-02",0.4,1294.4484,"COST",2001,"Costco","Consumer Staples"
"2002-09-02",0.385,1473.3627,"COST",2002,"Costco","Consumer Staples"
"2003-09-02",0.385,1131.5,"COST",2003,"Costco","Consumer Staples"
"2004-09-02",0.37,1828.066,"COST",2004,"Costco","Consumer Staples"
"2005-09-02",0.37,1387.366,"COST",2005,"Costco","Consumer Staples"
"2006-09-02",0.35466,1458.3,"COST",2006,"Costco","Consumer Staples"
"2007-09-02",0.3668,1677.3,"COST",2007,"Costco","Consumer Staples"
"2008-09-02",0.35831,2026.4,"COST",2008,"Costco","Consumer Staples"
"2009-09-02",0.35831,2026.4,"COST",2009,"Costco","Consumer Staples"
"2010-09-02",0.36671,1832.4,"COST",2010,"Costco","Consumer Staples"
"2011-09-02",0.36097,2069,"COST",2011,"Costco","Consumer Staples"
"2012-09-02",0.3529,2439,"COST",2012,"Costco","Consumer Staples"
"2000-12-31",0.40306,81.01239,"CVH",2000,"Coventry Health Care","Health Care"
"2001-12-31",0.37981,117.0146,"CVH",2001,"Coventry Health Care","Health Care"
"2002-12-31",0.355,200.6,"CVH",2002,"Coventry Health Care","Health Care"
"2003-12-31",0.36361,384.5765,"CVH",2003,"Coventry Health Care","Health Care"
"2004-12-31",0.3603,496.6016,"CVH",2004,"Coventry Health Care","Health Care"
"2005-12-31",0.3725,791.8,"CVH",2005,"Coventry Health Care","Health Care"
"2006-12-31",0.37519,841,"CVH",2006,"Coventry Health Care","Health Care"
"2007-12-31",0.37068,1026.4,"CVH",2007,"Coventry Health Care","Health Care"
"2008-12-31",0.36958,619.4,"CVH",2008,"Coventry Health Care","Health Care"
"2009-12-31",0.37502,501.9,"CVH",2009,"Coventry Health Care","Health Care"
"2010-12-31",0.36109,967.3,"CVH",2010,"Coventry Health Care","Health Care"
"2011-12-31",0.4242,868,"CVH",2011,"Coventry Health Care","Health Care"
"2001-09-30",0,235.06023,"COV",2001,"Covidien","Health Care"
"2007-09-30",0.26378,2026,"COV",2007,"Covidien","Health Care"
"2008-09-30",0.28211,1946,"COV",2008,"Covidien","Health Care"
"2009-09-30",0.2631,2077,"COV",2009,"Covidien","Health Care"
"2010-09-30",0.2631,2077,"COV",2010,"Covidien","Health Care"
"2011-09-30",0.15025,2497.7,"COV",2011,"Covidien","Health Care"
"2012-09-30",0.1503,2498,"COV",2012,"Covidien","Health Care"
"2000-12-31",0,244.03428,"CCI",2000,"Crown Castle International","Telecommunications Services"
"2001-12-31",0,310.7314,"CCI",2001,"Crown Castle International","Telecommunications Services"
"2002-12-31",0,46.4,"CCI",2002,"Crown Castle International","Telecommunications Services"
"2003-12-31",0,391.4702,"CCI",2003,"Crown Castle International","Telecommunications Services"
"2004-12-31",0,-18.6463,"CCI",2004,"Crown Castle International","Telecommunications Services"
"2005-12-31",0,34,"CCI",2005,"Crown Castle International","Telecommunications Services"
"2006-12-31",0,125.5,"CCI",2006,"Crown Castle International","Telecommunications Services"
"2007-12-31",0,193.7,"CCI",2007,"Crown Castle International","Telecommunications Services"
"2008-12-31",0,311.9,"CCI",2008,"Crown Castle International","Telecommunications Services"
"2009-12-31",0,453.3,"CCI",2009,"Crown Castle International","Telecommunications Services"
"2010-12-31",0,591.1,"CCI",2010,"Crown Castle International","Telecommunications Services"
"2011-12-31",0.0464,692,"CCI",2011,"Crown Castle International","Telecommunications Services"
"1999-12-28",0.35496,1641,"CSX",1999,"CSX","Industrials"
"2000-12-28",0.32852,1404.7565,"CSX",2000,"CSX","Industrials"
"2001-12-28",0.35039,1639.0309,"CSX",2001,"CSX","Industrials"
"2002-12-28",0.35408,1127,"CSX",2002,"CSX","Industrials"
"2003-12-28",0.33712,1620.944,"CSX",2003,"CSX","Industrials"
"2004-12-28",0.32948,1071.292,"CSX",2004,"CSX","Industrials"
"2005-12-28",0.37052,1550,"CSX",2005,"CSX","Industrials"
"2006-12-28",0.37219,1970,"CSX",2006,"CSX","Industrials"
"2007-12-28",0.35748,2229,"CSX",2007,"CSX","Industrials"
"2008-12-28",0.36985,2768,"CSX",2008,"CSX","Industrials"
"2009-12-28",0.35434,2285,"CSX",2009,"CSX","Industrials"
"2010-12-28",0.39092,3101,"CSX",2010,"CSX","Industrials"
"2011-12-28",0.3691,3418,"CSX",2011,"CSX","Industrials"
"1999-12-31",0.3775,13.6,"CMI",1999,"Cummins","Industrials"
"2002-12-31",0,108,"CMI",2002,"Cummins","Industrials"
"2003-12-31",0.13187,316.0592,"CMI",2003,"Cummins","Industrials"
"2004-12-31",0.12963,424.135,"CMI",2004,"Cummins","Industrials"
"2005-12-31",0.27068,894,"CMI",2005,"Cummins","Industrials"
"2006-12-31",0.32502,1131,"CMI",2006,"Cummins","Industrials"
"2007-12-31",0.32592,931,"CMI",2007,"Cummins","Industrials"
"2008-12-31",0.29412,1068,"CMI",2008,"Cummins","Industrials"
"2009-12-31",0.2571,568,"CMI",2009,"Cummins","Industrials"
"2010-12-31",0.30798,1267,"CMI",2010,"Cummins","Industrials"
"2011-12-31",0.2762,2133,"CMI",2011,"Cummins","Industrials"
"1999-12-31",0.40998,1413.4,"CVS",1999,"CVS Caremark","Consumer Staples"
"2000-12-31",0.40002,1600.97375,"CVS",2000,"CVS Caremark","Consumer Staples"
"2001-12-31",0.39405,1434.7928,"CVS",2001,"CVS Caremark","Consumer Staples"
"2002-12-31",0.37998,1209.4,"CVS",2002,"CVS Caremark","Consumer Staples"
"2003-12-31",0.38401,1765.4432,"CVS",2003,"CVS Caremark","Consumer Staples"
"2004-12-31",0.34202,1455.1163,"CVS",2004,"CVS Caremark","Consumer Staples"
"2005-12-31",0.38601,2019.5,"CVS",2005,"CVS Caremark","Consumer Staples"
"2006-12-31",0.38538,2401.4,"CVS",2006,"CVS Caremark","Consumer Staples"
"2007-12-31",0.395,4793.3,"CVS",2007,"CVS Caremark","Consumer Staples"
"2008-12-31",0.396,6451.2,"CVS",2008,"CVS Caremark","Consumer Staples"
"2009-12-31",0.40044,6868,"CVS",2009,"CVS Caremark","Consumer Staples"
"2010-12-31",0.38904,6592,"CVS",2010,"CVS Caremark","Consumer Staples"
"2011-12-31",0.393,6782,"CVS",2011,"CVS Caremark","Consumer Staples"
"2000-09-30",0.38,341.2,"DHI",2000,"D. R. Horton","Consumer Discretionary"
"2001-09-30",0.375,480.3029,"DHI",2001,"D. R. Horton","Consumer Discretionary"
"2002-09-30",0.375,692.6844,"DHI",2002,"D. R. Horton","Consumer Discretionary"
"2003-09-30",0.37911,1007,"DHI",2003,"D. R. Horton","Consumer Discretionary"
"2004-09-30",0.38398,1613.111,"DHI",2004,"D. R. Horton","Consumer Discretionary"
"2005-09-30",0.38178,2349.7792,"DHI",2005,"D. R. Horton","Consumer Discretionary"
"2006-09-30",0.37935,1974.2,"DHI",2006,"D. R. Horton","Consumer Discretionary"
"2007-09-30",0,-970.3793,"DHI",2007,"D. R. Horton","Consumer Discretionary"
"2008-09-30",0,-2609.9546,"DHI",2008,"D. R. Horton","Consumer Discretionary"
"2009-09-30",0,-482.1685,"DHI",2009,"D. R. Horton","Consumer Discretionary"
"2010-09-30",0,173.4,"DHI",2010,"D. R. Horton","Consumer Discretionary"
"2011-09-30",0,57.2,"DHI",2011,"D. R. Horton","Consumer Discretionary"
"2012-09-30",0.0766,247,"DHI",2012,"D. R. Horton","Consumer Discretionary"
"1999-12-31",0.39095,572.6,"DHR",1999,"Danaher","Industrials"
"2000-12-31",0.38,701.91524,"DHR",2000,"Danaher","Industrials"
"2001-12-31",0.375,685.4167,"DHR",2001,"Danaher","Industrials"
"2002-12-31",0.33968,694.8,"DHR",2002,"Danaher","Industrials"
"2003-12-31",0.32646,979.3715,"DHR",2003,"Danaher","Industrials"
"2004-12-31",0.29471,1113.498,"DHR",2004,"Danaher","Industrials"
"2005-12-31",0.27271,1269.2,"DHR",2005,"Danaher","Industrials"
"2006-12-31",0.2336,1501.6,"DHR",2006,"Danaher","Industrials"
"2007-12-31",0.25844,1774.8,"DHR",2007,"Danaher","Industrials"
"2008-12-31",0.24678,2006.4,"DHR",2008,"Danaher","Industrials"
"2009-12-31",0.19168,1523.2,"DHR",2009,"Danaher","Industrials"
"2010-12-31",0.23465,2143.6,"DHR",2010,"Danaher","Industrials"
"2011-12-31",0.2485,2704,"DHR",2011,"Danaher","Industrials"
"2000-05-27",0.35403,420.8,"DRI",2000,"Darden Restaurants","Consumer Discretionary"
"2001-05-27",0.34599,478.92492,"DRI",2001,"Darden Restaurants","Consumer Discretionary"
"2002-05-27",0.34521,563.1693,"DRI",2002,"Darden Restaurants","Consumer Discretionary"
"2003-05-27",0.3321,390,"DRI",2003,"Darden Restaurants","Consumer Discretionary"
"2004-05-27",0.33223,635.4318,"DRI",2004,"Darden Restaurants","Consumer Discretionary"
"2005-05-27",0.31447,471.3696,"DRI",2005,"Darden Restaurants","Consumer Discretionary"
"2006-05-27",0.29911,535.4,"DRI",2006,"Darden Restaurants","Consumer Discretionary"
"2007-05-27",0.28956,573.3,"DRI",2007,"Darden Restaurants","Consumer Discretionary"
"2008-05-27",0.26463,634.4,"DRI",2008,"Darden Restaurants","Consumer Discretionary"
"2009-05-27",0.27264,631.9,"DRI",2009,"Darden Restaurants","Consumer Discretionary"
"2010-05-27",0.248,644.7,"DRI",2010,"Darden Restaurants","Consumer Discretionary"
"2011-05-27",0.26081,745.9,"DRI",2011,"Darden Restaurants","Consumer Discretionary"
"2012-05-27",0.2531,740,"DRI",2012,"Darden Restaurants","Consumer Discretionary"
"1999-12-31",0,188.3,"DVA",1999,"DaVita","Health Care"
"2000-12-31",0.62223,290.86891,"DVA",2000,"DaVita","Health Care"
"2001-12-31",0.43419,423.2036,"DVA",2001,"DaVita","Health Care"
"2002-12-31",0.40945,390.9,"DVA",2002,"DaVita","Health Care"
"2003-12-31",0.40801,570.8428,"DVA",2003,"DaVita","Health Care"
"2004-12-31",0.39117,551.3914,"DVA",2004,"DaVita","Health Care"
"2005-12-31",0.37353,666.2,"DVA",2005,"DaVita","Health Care"
"2006-12-31",0.3918,700.4,"DVA",2006,"DaVita","Health Care"
"2007-12-31",0.39153,794.9,"DVA",2007,"DaVita","Health Care"
"2008-12-31",0.38608,1014.5,"DVA",2008,"DaVita","Health Care"
"2009-12-31",0.36726,1099.6,"DVA",2009,"DaVita","Health Care"
"2010-12-31",0.35333,1159.3,"DVA",2010,"DaVita","Health Care"
"2011-12-31",0.3537,1146,"DVA",2011,"DaVita","Health Care"
"1999-12-31",0.38796,336.3,"DF",1999,"Dean Foods","Consumer Staples"
"2000-12-31",0.37171,523.8233,"DF",2000,"Dean Foods","Consumer Staples"
"2001-12-31",0.35828,541.584,"DF",2001,"Dean Foods","Consumer Staples"
"2002-12-31",0.379,681.7,"DF",2002,"Dean Foods","Consumer Staples"
"2003-12-31",0.37892,901.0093,"DF",2003,"Dean Foods","Consumer Staples"
"2004-12-31",0.38124,695.3133,"DF",2004,"Dean Foods","Consumer Staples"
"2005-12-31",0.37918,648.8,"DF",2005,"Dean Foods","Consumer Staples"
"2006-12-31",0.385,650.7,"DF",2006,"Dean Foods","Consumer Staples"
"2007-12-31",0.3917,553.6,"DF",2007,"Dean Foods","Consumer Staples"
"2008-12-31",0.3832,608.7,"DF",2008,"Dean Foods","Consumer Staples"
"2009-12-31",0.38092,682.4,"DF",2009,"Dean Foods","Consumer Staples"
"2010-12-31",0.37862,471,"DF",2010,"Dean Foods","Consumer Staples"
"2011-12-31",0.3434,464,"DF",2011,"Dean Foods","Consumer Staples"
"1999-10-31",0.49355,366,"DE",1999,"John Deere","Industrials"
"2000-10-31",0.38493,883.43626,"DE",2000,"John Deere","Industrials"
"2001-10-31",2.15847,533.5984,"DE",2001,"John Deere","Industrials"
"2002-10-31",0.57065,413.4,"DE",2002,"John Deere","Industrials"
"2003-10-31",0.34738,1061.2535,"DE",2003,"John Deere","Industrials"
"2004-10-31",0.33379,1832.2866,"DE",2004,"John Deere","Industrials"
"2005-10-31",0.3414,1854.1,"DE",2005,"John Deere","Industrials"
"2006-10-31",0.3414,1854.1,"DE",2006,"John Deere","Industrials"
"2007-10-31",0.3631,2767.2,"DE",2007,"John Deere","Industrials"
"2008-10-31",0.31467,1624.6,"DE",2008,"John Deere","Industrials"
"2009-10-31",0.40962,2624.5,"DE",2009,"John Deere","Industrials"
"2010-10-31",0.40962,2624.5,"DE",2010,"John Deere","Industrials"
"2011-10-31",0.3343,3533,"DE",2011,"John Deere","Industrials"
"2000-01-29",0.29679,2613,"DELL",2000,"Dell","Information Technology"
"2001-01-29",0.29979,3007.0384,"DELL",2001,"Dell","Information Technology"
"2002-01-29",0.28023,2509.9592,"DELL",2002,"Dell","Information Technology"
"2003-01-29",0.29898,2844,"DELL",2003,"Dell","Information Technology"
"2004-01-29",0.28974,3808.7036,"DELL",2004,"Dell","Information Technology"
"2005-01-29",0.25242,4251.906,"DELL",2005,"Dell","Information Technology"
"2006-01-29",0.23744,4789,"DELL",2006,"Dell","Information Technology"
"2007-01-29",0.2278,3070,"DELL",2007,"Dell","Information Technology"
"2008-01-29",0.22995,3440,"DELL",2008,"Dell","Information Technology"
"2009-01-29",0.25451,3190,"DELL",2009,"Dell","Information Technology"
"2010-01-29",0.292,2172,"DELL",2010,"Dell","Information Technology"
"2011-01-29",0.21343,3433,"DELL",2011,"Dell","Information Technology"
"2012-01-29",0.1764,4431,"DELL",2012,"Dell","Information Technology"
"1999-12-31",0,45.9,"DNR",1999,"Denbury Resources","Energy"
"2000-12-31",0,132.6663,"DNR",2000,"Denbury Resources","Energy"
"2001-12-31",0.31567,200.372,"DNR",2001,"Denbury Resources","Energy"
"2002-12-31",0.33449,104.7,"DNR",2002,"Denbury Resources","Energy"
"2003-12-31",0.33117,226.6731,"DNR",2003,"Denbury Resources","Energy"
"2004-12-31",0.32331,174.43,"DNR",2004,"Denbury Resources","Energy"
"2005-12-31",0.32886,318.2,"DNR",2005,"Denbury Resources","Energy"
"2006-12-31",0.3857,332.5,"DNR",2006,"Denbury Resources","Energy"
"2007-12-31",0.35654,445.8,"DNR",2007,"Denbury Resources","Energy"
"2008-12-31",0.3778,711.4,"DNR",2008,"Denbury Resources","Energy"
"2009-12-31",0,-81.4,"DNR",2009,"Denbury Resources","Energy"
"2010-12-31",0.38809,580,"DNR",2010,"Denbury Resources","Energy"
"2011-12-31",0.3795,1062,"DNR",2011,"Denbury Resources","Energy"
"2000-03-31",0.34855,189.2,"XRAY",2000,"Dentsply International","Health Care"
"2001-03-31",0.33465,205.27686,"XRAY",2001,"Dentsply International","Health Care"
"2002-03-31",0.3437,237.7646,"XRAY",2002,"Dentsply International","Health Care"
"2003-03-31",0.33049,253.7,"XRAY",2003,"Dentsply International","Health Care"
"2004-03-31",0.32286,317.3218,"XRAY",2004,"Dentsply International","Health Care"
"2005-03-31",0.30394,302.2465,"XRAY",2005,"Dentsply International","Health Care"
"2006-03-31",0.29064,305.6,"XRAY",2006,"Dentsply International","Health Care"
"2007-03-31",0.30171,322.6,"XRAY",2007,"Dentsply International","Health Care"
"2008-03-31",0.30451,365.4,"XRAY",2008,"Dentsply International","Health Care"
"2009-03-31",0.25919,412.8,"XRAY",2009,"Dentsply International","Health Care"
"2010-03-31",0.26362,392.2,"XRAY",2010,"Dentsply International","Health Care"
"2011-03-31",0.25394,392,"XRAY",2011,"Dentsply International","Health Care"
"2012-03-31",0.2421,425,"XRAY",2012,"Dentsply International","Health Care"
"1999-12-31",0.405,490.8,"DVN",1999,"Devon Energy","Energy"
"2000-12-31",0.40659,2093.6432,"DVN",2000,"Devon Energy","Energy"
"2001-12-31",0.38894,2233.0034,"DVN",2001,"Devon Energy","Energy"
"2002-12-31",0.20779,1192,"DVN",2002,"Devon Energy","Energy"
"2003-12-31",0.22895,4434.7264,"DVN",2003,"Devon Energy","Energy"
"2004-12-31",0.33617,3703.9847,"DVN",2004,"Devon Energy","Energy"
"2005-12-31",0.35624,5237,"DVN",2005,"Devon Energy","Energy"
"2006-12-31",0.29524,4666,"DVN",2006,"Devon Energy","Energy"
"2007-12-31",0.25521,4596,"DVN",2007,"Devon Energy","Energy"
"2008-12-31",0.31232,6686,"DVN",2008,"Devon Energy","Energy"
"2009-12-31",0.25826,2724,"DVN",2009,"Devon Energy","Energy"
"2010-12-31",0.28728,4021,"DVN",2010,"Devon Energy","Energy"
"2011-12-31",0.4646,5054,"DVN",2011,"Devon Energy","Energy"
"2000-08-11",0.388,104.7,"DV",2000,"DeVry","Consumer Discretionary"
"2001-08-11",0.39763,128.35638,"DV",2001,"DeVry","Consumer Discretionary"
"2002-08-11",0.39388,144.9746,"DV",2002,"DeVry","Consumer Discretionary"
"2003-08-11",0.387,87.8,"DV",2003,"DeVry","Consumer Discretionary"
"2004-08-11",0.28633,144.7356,"DV",2004,"DeVry","Consumer Discretionary"
"2005-08-11",0.23061,43.7346,"DV",2005,"DeVry","Consumer Discretionary"
"2006-08-11",0.25103,67.7,"DV",2006,"DeVry","Consumer Discretionary"
"2007-08-11",0.25542,87.7,"DV",2007,"DeVry","Consumer Discretionary"
"2008-08-11",0.27133,166.1,"DV",2008,"DeVry","Consumer Discretionary"
"2009-08-11",0.30213,243.7,"DV",2009,"DeVry","Consumer Discretionary"
"2010-08-11",0.32145,410.9,"DV",2010,"DeVry","Consumer Discretionary"
"2011-08-11",0.33089,494.1,"DV",2011,"DeVry","Consumer Discretionary"
"2012-08-11",0.3309,494,"DV",2012,"DeVry","Consumer Discretionary"
"1999-12-31",0.35062,366.6,"DO",1999,"Diamond Offshore Drilling","Energy"
"2000-12-31",0.34775,202.50174,"DO",2000,"Diamond Offshore Drilling","Energy"
"2001-12-31",0.33345,394.8834,"DO",2001,"Diamond Offshore Drilling","Energy"
"2002-12-31",0.34993,51.9,"DO",2002,"Diamond Offshore Drilling","Energy"
"2003-12-31",0,138.1546,"DO",2003,"Diamond Offshore Drilling","Energy"
"2004-12-31",0,5.5666,"DO",2004,"Diamond Offshore Drilling","Energy"
"2005-12-31",0.26101,326.1,"DO",2005,"Diamond Offshore Drilling","Energy"
"2006-12-31",0.26853,940.4,"DO",2006,"Diamond Offshore Drilling","Energy"
"2007-12-31",0.27385,1223.5,"DO",2007,"Diamond Offshore Drilling","Energy"
"2008-12-31",0.29042,1914.2,"DO",2008,"Diamond Offshore Drilling","Energy"
"2009-12-31",0.26344,1905.1,"DO",2009,"Diamond Offshore Drilling","Energy"
"2010-12-31",0.28485,1380.8,"DO",2010,"Diamond Offshore Drilling","Energy"
"2011-12-31",0.1838,1244,"DO",2011,"Diamond Offshore Drilling","Energy"
"2003-12-31",0,1228.7137,"DTV",2003,"DirecTV","Consumer Discretionary"
"2004-12-31",0,-425.632,"DTV",2004,"DirecTV","Consumer Discretionary"
"2005-12-31",0.35998,601.5,"DTV",2005,"DirecTV","Consumer Discretionary"
"2006-12-31",0.37653,2356.8,"DTV",2006,"DirecTV","Consumer Discretionary"
"2007-12-31",0.39489,2486,"DTV",2007,"DirecTV","Consumer Discretionary"
"2008-12-31",0.34966,2695,"DTV",2008,"DirecTV","Consumer Discretionary"
"2009-12-31",0.35785,2673,"DTV",2009,"DirecTV","Consumer Discretionary"
"2010-12-31",0.34206,3896,"DTV",2010,"DirecTV","Consumer Discretionary"
"2011-12-31",0.3384,4629,"DTV",2011,"DirecTV","Consumer Discretionary"
"1999-12-31",0.37994,79.6,"DFS",1999,"Discover Financial Services","Financials"
"2000-12-31",0.38014,50.05058,"DFS",2000,"Discover Financial Services","Financials"
"2001-12-31",0.41199,47.8868,"DFS",2001,"Discover Financial Services","Financials"
"2002-12-31",0.25956,41.3,"DFS",2002,"Discover Financial Services","Financials"
"2003-12-31",0.36001,40.7746,"DFS",2003,"Discover Financial Services","Financials"
"2006-12-31",0,0,"DFS",2006,"Discover Financial Services","Financials"
"2007-12-31",0.37318,4467.6,"DFS",2007,"Discover Financial Services","Financials"
"2008-12-31",0.3351,3699.1,"DFS",2008,"Discover Financial Services","Financials"
"2009-12-31",0.40484,3757.9,"DFS",2009,"Discover Financial Services","Financials"
"2010-12-31",0.39726,6288.1,"DFS",2010,"Discover Financial Services","Financials"
"2011-12-31",0.3658,6650,"DFS",2011,"Discover Financial Services","Financials"
"2006-12-31",0,-11.7,"DISCA",2006,"Discovery","Consumer Discretionary"
"2007-12-31",0,-2.2,"DISCA",2007,"Discovery","Consumer Discretionary"
"2008-12-31",0.46684,1118,"DISCA",2008,"Discovery","Consumer Discretionary"
"2009-12-31",0.45781,797,"DISCA",2009,"Discovery","Consumer Discretionary"
"2010-12-31",0.30802,1385,"DISCA",2010,"Discovery","Consumer Discretionary"
"2011-12-31",0.2726,1700,"DISCA",2011,"Discovery","Consumer Discretionary"
"2000-02-01",0.38298,191.6,"DLTR",2000,"Dollar Tree","Consumer Discretionary"
"2001-02-01",0.38611,249.33237,"DLTR",2001,"Dollar Tree","Consumer Discretionary"
"2002-02-01",0.38537,257.6298,"DLTR",2002,"Dollar Tree","Consumer Discretionary"
"2003-02-01",0.385,253.9,"DLTR",2003,"Dollar Tree","Consumer Discretionary"
"2004-02-01",0.385,395.0659,"DLTR",2004,"Dollar Tree","Consumer Discretionary"
"2005-02-01",0.3745,293.6478,"DLTR",2005,"Dollar Tree","Consumer Discretionary"
"2006-02-01",0.36807,283.3,"DLTR",2006,"Dollar Tree","Consumer Discretionary"
"2007-02-01",0.36613,310.8,"DLTR",2007,"Dollar Tree","Consumer Discretionary"
"2008-02-01",0.37054,330.3,"DLTR",2008,"Dollar Tree","Consumer Discretionary"
"2009-02-01",0.3609,365.8,"DLTR",2009,"Dollar Tree","Consumer Discretionary"
"2010-02-01",0.3686,512.8,"DLTR",2010,"Dollar Tree","Consumer Discretionary"
"2011-02-01",0.36926,630,"DLTR",2011,"Dollar Tree","Consumer Discretionary"
"2012-02-01",0.3736,782,"DLTR",2012,"Dollar Tree","Consumer Discretionary"
"2000-05-03",0.29355,2109,"D",2000,"Dominion Resources","Utilities"
"2001-05-03",0.31659,3077.098,"D",2001,"Dominion Resources","Utilities"
"2002-05-03",0.38394,3427.9712,"D",2002,"Dominion Resources","Utilities"
"2003-05-03",0.33074,2885,"D",2003,"Dominion Resources","Utilities"
"2004-05-03",0.34866,4124.637,"D",2004,"Dominion Resources","Utilities"
"2005-05-03",0.35374,2941.6332,"D",2005,"Dominion Resources","Utilities"
"2006-05-03",0.35662,2439,"D",2006,"Dominion Resources","Utilities"
"2007-05-03",0.35472,3461,"D",2007,"Dominion Resources","Utilities"
"2008-05-03",0.33427,3179,"D",2008,"Dominion Resources","Utilities"
"2009-05-03",0.37134,3668,"D",2009,"Dominion Resources","Utilities"
"2010-05-03",0.33151,3084,"D",2010,"Dominion Resources","Utilities"
"2011-05-03",0.3856,3469,"D",2011,"Dominion Resources","Utilities"
"2012-05-03",0.3464,3144,"D",2012,"Dominion Resources","Utilities"
"2003-12-31",0.33549,616.5914,"RRD",2003,"RR Donnelley","Industrials"
