"Date","Effective Tax Rate","Earnings Before Interest and Taxes","symbol"
2004-12-31,0.24475,1537.5741,"BAX"
2005-12-31,0.33657,1530,"BAX"
2006-12-31,0.19912,1923,"BAX"
2007-12-31,0.20262,2344,"BAX"
2008-12-31,0.17936,2708,"BAX"
2009-12-31,0.19143,3037,"BAX"
2010-12-31,0.20128,3043,"BAX"
2011-12-31,0.1801,2946,"BAX"
1999-12-31,0.32212,2231.3,"BBT"
2002-12-31,0.28634,3825.6,"BBT"
2005-12-31,0.32957,4794.4,"BBT"
2006-12-31,0.38213,5200,"BBT"
2007-12-31,0.32529,5954,"BBT"
2008-12-31,0.26583,6312,"BBT"
2009-12-31,0.15347,7030,"BBT"
2010-12-31,0.11868,7539,"BBT"
2011-12-31,0.1818,6661,"BBT"
2010-12-31,0.20672,826.9,"BEAM"
2011-12-31,0.2126,480,"BEAM"
2000-09-30,0.24433,803.1,"BDX"
2001-09-30,0.24433,802.90077,"BDX"
2002-09-30,0.23988,951.5654,"BDX"
2003-09-30,0.23641,675.6,"BDX"
2004-09-30,0.2347,1127.4471,"BDX"
2005-09-30,0.24989,932.2371,"BDX"
2006-09-30,0.25297,1031.2,"BDX"
2007-09-30,0.259,1150.2,"BDX"
2008-09-30,0.26226,1325.4,"BDX"
2009-09-30,0.274,1552.1,"BDX"
2010-09-30,0.27562,1695.3,"BDX"
2011-09-30,0.2903,1685.7,"BDX"
2012-09-30,0.2632,1773,"BDX"
2000-02-27,0.39,241,"BBBY"
2001-02-27,0.39,319.48011,"BBBY"
2002-02-27,0.385,408.6556,"BBBY"
2003-02-27,0.385,480.1,"BBBY"
2004-02-27,0.385,724.0926,"BBBY"
2005-02-27,0.3775,792.5373,"BBBY"
2006-02-27,0.374,879.2,"BBBY"
2007-02-27,0.35664,906,"BBBY"
2008-02-27,0.34953,838,"BBBY"
2009-02-27,0.37785,673.9,"BBBY"
2010-02-27,0.39099,980.7,"BBBY"
2011-02-27,0.38798,1288.5,"BBBY"
2012-02-27,0.3695,1568,"BBBY"
1999-12-31,0.38252,315.9,"BMS"
2000-12-31,0.3825,353.04626,"BMS"
2001-12-31,0.38205,384.3472,"BMS"
2002-12-31,0.38013,282.2,"BMS"
2003-12-31,0.38912,400.2565,"BMS"
2004-12-31,0.38717,289.5415,"BMS"
2005-12-31,0.41204,321.2,"BMS"
2006-12-31,0.38316,348.3,"BMS"
2007-12-31,0.36487,308.5,"BMS"
2008-12-31,0.36684,280.3,"BMS"
2009-12-31,0.30026,353.4,"BMS"
2010-12-31,0.35932,400.8,"BMS"
2011-12-31,0.3273,416,"BMS"
2000-02-01,0.38306,648.8,"BBY"
2001-02-01,0.38293,770.92798,"BBY"
2002-02-01,0.39103,1225.9883,"BBY"
2003-02-01,0.38659,1010,"BBY"
2004-02-01,0.38272,1688.8336,"BBY"
2005-02-01,0.35255,1489.8234,"BBY"
2006-02-01,0.33759,1644,"BBY"
2007-02-01,0.35305,1999,"BBY"
2008-02-01,0.3658,2161,"BBY"
2009-02-01,0.37033,2014,"BBY"
2010-02-01,0.36538,2287,"BBY"
2011-02-01,0.34304,2336,"BBY"
2012-02-01,0.3315,1150,"BBY"
2006-01-31,0.24811,26.8,"BIG"
2007-01-31,0.33945,167.8,"BIG"
2008-01-31,0.36798,236.5,"BIG"
2009-01-31,0.38008,254.9,"BIG"
2010-01-31,0.37723,312.1,"BIG"
2011-01-31,0.37378,357.4,"BIG"
2012-01-31,0.3939,346,"BIG"
2002-12-31,0.36036,215.4,"BIIB"
2003-12-31,0,-773.5409,"BIIB"
2004-12-31,0.6,131.8563,"BIIB"
2005-12-31,0.3727,261.2,"BIIB"
2006-12-31,0.56573,498.9,"BIIB"
2007-12-31,0.29917,1011.6,"BIIB"
2008-12-31,0.31836,1215.9,"BIIB"
2009-12-31,0.26684,1393.7,"BIIB"
2010-12-31,0.18264,1292.3,"BIIB"
2011-12-31,0.2786,1752,"BIIB"
2000-02-26,0.42562,129.1,"BLK"
2001-02-26,0.41729,163.05211,"BLK"
2002-02-26,0.40641,158.541,"BLK"
2003-02-26,0.405,157.4,"BLK"
2004-02-26,0.37962,180.1281,"BLK"
2005-02-26,0.29239,184.2062,"BLK"
2006-02-26,0.36875,167.5,"BLK"
2007-02-26,0.35814,506.3,"BLK"
2008-02-26,0.26075,1421.8,"BLK"
2009-02-26,0.38077,1631,"BLK"
2010-02-26,0.29481,1278,"BLK"
2011-02-26,0.32142,2998,"BLK"
2012-02-26,0.2539,3303,"BLK"
2000-04-30,0.389,704.3,"HRB"
2001-04-30,0.41501,913.08672,"HRB"
2002-04-30,0.394,986.9601,"HRB"
2003-04-30,0.41155,1150.4,"HRB"
2004-04-30,0.39505,1410.9788,"HRB"
2005-04-30,0.37521,1052.374,"HRB"
2006-04-30,0.41268,925.6,"HRB"
2007-04-30,0.41123,659.9,"HRB"
2008-04-30,0.39015,719.5,"HRB"
2009-04-30,0.38876,922.1,"HRB"
2010-04-30,0.37645,853.1,"HRB"
2011-04-30,0.38052,665.6,"HRB"
2012-04-30,0.3996,666,"HRB"
2000-03-31,0.39066,48.2,"BMC"
2001-03-31,0.21641,336.4448,"BMC"
2002-03-31,0,220.6983,"BMC"
2003-03-31,0.29954,33.7,"BMC"
2004-03-31,0.09821,240.4696,"BMC"
2005-03-31,0.27168,37.9825,"BMC"
2006-03-31,0.10942,128.5,"BMC"
2007-03-31,0.28177,207.3,"BMC"
2008-03-31,0.27808,357.5,"BMC"
2009-03-31,0.30372,418.1,"BMC"
2010-03-31,0.25407,506.1,"BMC"
2011-03-31,0.24864,532.8,"BMC"
2012-03-31,0.2547,544,"BMC"
1999-12-31,0.29408,4933,"BA"
2000-12-31,0.30424,5373.3087,"BA"
2001-12-31,0.3064,6788.2144,"BA"
2002-12-31,0.26379,4397,"BA"
2003-12-31,0.2115,3655.114,"BA"
2004-12-31,0.24124,2823.9482,"BA"
2005-12-31,0.28968,2563,"BA"
2006-12-31,0.28579,4018,"BA"
2007-12-31,0.33671,5899,"BA"
2008-12-31,0.33567,3928,"BA"
2009-12-31,0.22877,2046,"BA"
2010-12-31,0.26536,4858,"BA"
2011-12-31,0.3299,5670,"BA"
1999-12-31,0.36087,366.8,"BWA"
2000-12-31,0.37317,398.73713,"BWA"
2001-12-31,0.36506,315.3026,"BWA"
2002-12-31,0.3302,251.1,"BWA"
2003-12-31,0.28516,431.2226,"BWA"
2004-12-31,0.30006,311.9591,"BWA"
2005-12-31,0.1515,357.9,"BWA"
2006-12-31,0.12363,351.8,"BWA"
2007-12-31,0.2428,418,"BWA"
2008-12-31,0.28729,295.6,"BWA"
2009-12-31,0.45044,101,"BWA"
2010-12-31,0.13842,526.7,"BWA"
2011-12-31,0.255,789,"BWA"
1999-12-31,0,0,"BXP"
2002-12-31,0,0,"BXP"
2005-12-31,0,0,"BXP"
2006-12-31,0,0,"BXP"
2007-12-31,0,0,"BXP"
1999-12-31,0.33994,941,"BSX"
2000-12-31,0.29222,947.052,"BSX"
2001-12-31,0.38359,788.0004,"BSX"
2002-12-31,0.31774,668,"BSX"
2003-12-31,0.25036,945.1244,"BSX"
2004-12-31,0.24,1914.4232,"BSX"
2005-12-31,0.21828,2024,"BSX"
2006-12-31,0.255,1927.1,"BSX"
2007-12-31,0.132,1172,"BSX"
2008-12-31,0.25,1614,"BSX"
2009-12-31,0,1751,"BSX"
2010-12-31,0,857,"BSX"
2011-12-31,0.3131,1409,"BSX"
1999-12-31,0.27744,6940,"BMY"
2000-12-31,0.25228,6851.0376,"BMY"
2001-12-31,0.14314,7447.9438,"BMY"
2002-12-31,0.16434,4013,"BMY"
2003-12-31,0.25884,5735.403,"BMY"
2004-12-31,0.34156,4889.496,"BMY"
2005-12-31,0.20461,5133,"BMY"
2006-12-31,0.2315,3282,"BMY"
2007-12-31,0.22722,3837,"BMY"
2008-12-31,0.42552,5710,"BMY"
2009-12-31,0.42181,5778,"BMY"
2010-12-31,0.48905,6220,"BMY"
2011-12-31,0.4687,7253,"BMY"
1999-12-31,0.302,157.2,"BRCM"
2000-12-31,0.04494,289.28718,"BRCM"
2001-12-31,0,-70.6746,"BRCM"
2002-12-31,0,-78.8793,"BRCM"
2003-12-31,0,216.3974,"BRCM"
2004-12-31,0.25686,495.6627,"BRCM"
2005-12-31,0,444.9,"BRCM"
2006-12-31,0,243.7,"BRCM"
2007-12-31,0.02786,85,"BRCM"
2008-12-31,0.02466,361.9,"BRCM"
2009-12-31,0.04089,202.3,"BRCM"
2010-12-31,0.01402,1154,"BRCM"
2011-12-31,0.0686,1098,"BRCM"
2002-12-31,0.34483,408.008,"BF_B"
2003-12-31,0.34316,374,"BF_B"
2004-12-31,0.34054,472.9181,"BF_B"
2005-12-31,0.31973,455.0328,"BF_B"
2006-12-31,0.30485,516,"BF_B"
2007-12-31,0.32174,583,"BF_B"
2008-12-31,0.31677,683,"BF_B"
2009-12-31,0.30952,641,"BF_B"
2010-12-31,0.34153,727.5,"BF_B"
2011-12-31,0.31004,708.6,"BF_B"
2012-12-31,0.325,788,"BF_B"
1999-12-31,0.39704,94,"CHRW"
2000-12-31,0.39501,134.31052,"CHRW"
2001-12-31,0.393,153.4221,"CHRW"
2002-12-31,0.39002,156.6,"CHRW"
2003-12-31,0.387,194.4117,"CHRW"
2004-12-31,0.39278,222.641,"CHRW"
2005-12-31,0.39648,326.4,"CHRW"
2006-12-31,0.37879,417.9,"CHRW"
2007-12-31,0.38061,509.6,"CHRW"
2008-12-31,0.379,571.6,"CHRW"
2009-12-31,0.38536,584.8,"CHRW"
2010-12-31,0.37987,622.8,"CHRW"
2011-12-31,0.3787,693,"CHRW"
2000-03-31,0.37505,3370,"CA"
2001-03-31,0.37516,2003.2034,"CA"
2002-03-31,0,-62.0069,"CA"
2003-03-31,0,-191,"CA"
2004-03-31,0.32456,827.8452,"CA"
2005-03-31,0.19184,351.037,"CA"
2006-03-31,0,253,"CA"
2007-03-31,0.22403,402,"CA"
2008-03-31,0.38119,981,"CA"
2009-03-31,0.37024,1228,"CA"
2010-03-31,0.34159,1313,"CA"
2011-03-31,0.31596,1261,"CA"
2012-03-31,0.3072,1404,"CA"
1999-12-31,0,719.7,"CVC"
2000-12-31,0,984.9763,"CVC"
2001-12-31,0,985.2075,"CVC"
2002-12-31,0,147.4,"CVC"
2003-12-31,0,1093.9825,"CVC"
2004-12-31,0,-155.1375,"CVC"
2005-12-31,0,502,"CVC"
2006-12-31,0,614,"CVC"
2007-12-31,0.6,911.1,"CVC"
2008-12-31,0.52912,1133.1,"CVC"
2009-12-31,0.45239,1415.5,"CVC"
2010-12-31,0.38147,1529,"CVC"
2011-12-31,0.4359,1229,"CVC"
1999-12-31,0.3664,85.2,"COG"
2000-12-31,0.40293,129.15561,"COG"
2001-12-31,0.37043,183.839,"COG"
2002-12-31,0.2969,54.4,"COG"
2003-12-31,0.39798,243.1366,"COG"
2004-12-31,0.3624,162.0061,"COG"
2005-12-31,0.37477,256.6,"COG"
2006-12-31,0.50963,296.9,"COG"
2007-12-31,0.3565,260.2,"COG"
2008-12-31,0.36858,319,"COG"
2009-12-31,0.33565,285.5,"COG"
2010-12-31,0.47916,372.7,"COG"
2011-12-31,0.3948,277,"COG"
1999-10-18,0.33004,193.1,"CAM"
2000-10-18,0.2972,214.52249,"CAM"
2001-10-18,0.31028,251.455,"CAM"
2002-10-18,0.29034,117.9,"CAM"
2003-10-18,0.30138,178.629,"CAM"
2004-10-18,0.28968,149.7101,"CAM"
2005-10-18,0.34935,261.9,"CAM"
2006-10-18,0.36035,463.2,"CAM"
2007-10-18,0.30877,736.7,"CAM"
2008-10-18,0.32065,920.6,"CAM"
2009-10-18,0.27241,810.9,"CAM"
2010-10-18,0.18314,858.5,"CAM"
2011-10-18,0,913,"CAM"
2000-07-28,0.33705,1605,"CPB"
2001-07-28,0.34245,1584.0328,"CPB"
2002-07-28,0.34211,1441.991,"CPB"
2003-07-28,0.32251,1133,"CPB"
2004-07-28,0.3153,1394.0749,"CPB"
2005-07-28,0.31359,1205.6916,"CPB"
2006-07-28,0.29576,1143,"CPB"
2007-07-28,0.30036,1238,"CPB"
2008-07-28,0.30036,1238,"CPB"
2009-07-28,0.28366,1273,"CPB"
2010-07-28,0.31738,1360,"CPB"
2011-07-28,0.31336,1355,"CPB"
2012-07-28,0.3104,1236,"CPB"
1999-12-31,0.37074,3037.9,"COF"
2002-12-31,0.38,7277.8,"COF"
2005-12-31,0.3605,9162.1,"COF"
2006-12-31,0.33899,11136.7,"COF"
2007-12-31,0.33023,13633.5,"COF"
2008-12-31,0.6,13008.2,"COF"
2009-12-31,0.26157,11380.1,"COF"
2010-12-31,0.29504,15008,"COF"
2011-12-31,0.2908,14315,"COF"
2000-06-30,0.36132,1505.3,"CAH"
2001-06-30,0.35303,1890.47889,"CAH"
2002-06-30,0.34051,2215.7197,"CAH"
2003-06-30,0.33298,2281.8,"CAH"
2004-06-30,0.31884,2693.2149,"CAH"
2005-06-30,0.31884,2394.0149,"CAH"
2006-06-30,0.32171,2081.6,"CAH"
2007-06-30,0.32171,2081.6,"CAH"
2008-06-30,0.32389,2219.3,"CAH"
2009-06-30,0.36807,1418.5,"CAH"
2010-06-30,0.37451,1379.9,"CAH"
2011-06-30,0.36812,1560.2,"CAH"
2012-06-30,0.3681,1560,"CAH"
2010-06-30,0.29399,542,"CFN"
2011-06-30,0.29399,542,"CFN"
2012-06-30,0.2879,602,"CFN"
2002-02-28,0.38,167.7672,"KMX"
2003-02-28,0.395,158.2,"KMX"
2004-02-28,0.385,118.6207,"KMX"
2005-02-28,0.388,103.5171,"KMX"
2006-02-28,0.38306,138.7,"KMX"
2007-02-28,0.38581,194.8,"KMX"
2008-02-28,0.38726,214.1,"KMX"
2009-02-28,0.38828,85.9,"KMX"
2010-02-28,0.37752,280.2,"KMX"
2011-02-28,0.37916,396.2,"KMX"
2012-02-28,0.3795,438,"KMX"
1999-11-30,0.00266,1187.6,"CCL"
2000-11-30,0.00113,1232.92455,"CCL"
2001-11-30,0,1448.3557,"CCL"
2002-11-30,0,1062.1,"CCL"
2003-11-30,0.02371,1967.7022,"CCL"
2004-11-30,0.02472,2173.2163,"CCL"
2005-11-30,0.03133,2639,"CCL"
2006-11-30,0.01682,2613,"CCL"
2007-11-30,0.0066,2725,"CCL"
2008-11-30,0.01977,2729,"CCL"
2009-11-30,0.00886,2154,"CCL"
2010-11-30,0.00051,2347,"CCL"
2011-11-30,0,2255,"CCL"
1999-12-31,0.3202,2999,"CAT"
2000-12-31,0.29254,3447.9075,"CAT"
2001-12-31,0.31394,3137.03,"CAT"
2002-12-31,0.28007,1840,"CAT"
2003-12-31,0.26958,3505.502,"CAT"
2004-12-31,0.27004,3252.5787,"CAT"
2005-12-31,0.28711,4552,"CAT"
2006-12-31,0.28899,6014,"CAT"
2007-12-31,0.29978,6053,"CAT"
2008-12-31,0.21308,5601,"CAT"
2009-12-31,0,1622,"CAT"
2010-12-31,0.25813,4877,"CAT"
2011-12-31,0.2458,9060,"CAT"
1999-12-31,0,0,"CBG"
2004-12-31,0.4021,196.5101,"CBG"
2005-12-31,0.38987,372.4,"CBG"
2006-12-31,0.38369,550.1,"CBG"
2007-12-31,0.13041,731.6,"CBG"
2008-12-31,0.36559,620.9,"CBG"
2009-12-31,0,287.4,"CBG"
2010-12-31,0.45331,480.3,"CBG"
2011-12-31,0.3905,450,"CBG"
2005-12-31,0.42201,2666.5,"CBS"
2006-12-31,0.30589,2606.4,"CBS"
2007-12-31,0.35882,2621.8,"CBS"
2008-12-31,0.33599,2139.9,"CBS"
2009-12-31,0.40608,1221.4,"CBS"
2010-12-31,0.37209,1806.7,"CBS"
2011-12-31,0.3673,2575,"CBS"
1999-12-31,0,-21.7,"CELG"
2000-12-31,0,-23.93277,"CELG"
2001-12-31,0,-19.8566,"CELG"
2002-12-31,0,-36.221,"CELG"
2003-12-31,0.05327,5.3757,"CELG"
2004-12-31,0.16487,42.7348,"CELG"
2005-12-31,0.2441,83.6,"CELG"
2006-12-31,0.6,174.7,"CELG"
2007-12-31,0.562,425.2,"CELG"
2008-12-31,0.27347,716.8,"CELG"
2009-12-31,0.20849,954.8,"CELG"
2010-12-31,0.19086,1413.2,"CELG"
2011-12-31,0.1895,1879,"CELG"
2001-12-31,0.3523,2904.8315,"CNP"
2002-12-31,0.35003,1329.4,"CNP"
2003-12-31,0.32538,2403.9126,"CNP"
2004-12-31,0.40203,863.817,"CNP"
2005-12-31,0.40476,939,"CNP"
2006-12-31,0.12551,1045,"CNP"
2007-12-31,0.32828,1185,"CNP"
2008-12-31,0.38345,1273,"CNP"
2009-12-31,0.32117,1124,"CNP"
2010-12-31,0.37305,1249,"CNP"
2011-12-31,0.3358,1298,"CNP"
1999-12-31,0.36428,856.9,"CTL"
2000-12-31,0.39856,913.53591,"CTL"
2001-12-31,0.43687,1031.3134,"CTL"
2002-12-31,0.3528,714.1,"CTL"
2003-12-31,0.35668,1221.9571,"CTL"
2004-12-31,0.38389,754.0776,"CTL"
2005-12-31,0.37803,736.4,"CTL"
2006-12-31,0.37405,665.5,"CTL"
2007-12-31,0.37678,755.3,"CTL"
2008-12-31,0.37005,734.7,"CTL"
2009-12-31,0.3737,2197.8,"CTL"
2010-12-31,0.37786,2182.9,"CTL"
2011-12-31,0.3939,2822,"CTL"
1999-12-28,0.38282,45.9,"CERN"
2000-12-28,0.39257,75.1561,"CERN"
2001-12-28,0.39678,108.8357,"CERN"
2002-12-28,0.39291,90.9,"CERN"
2003-12-28,0.39919,147.4338,"CERN"
2004-12-28,0.40048,114.7682,"CERN"
2005-12-28,0.39702,146.8,"CERN"
2006-12-28,0.39147,166.1,"CERN"
2007-12-28,0.37674,204.1,"CERN"
2008-12-28,0.3364,258.2,"CERN"
2009-12-28,0.33899,292,"CERN"
2010-12-28,0.34494,359.4,"CERN"
2011-12-28,0.3472,460,"CERN"
1999-12-31,0.31119,1142.3,"CF"
2002-12-31,0.3175,1500.2,"CF"
2005-12-31,0.6,152.2,"CF"
2006-12-31,0.3717,92.7,"CF"
2007-12-31,0.3492,604.8,"CF"
2008-12-31,0.3572,1154.7,"CF"
2009-12-31,0.4015,776.5,"CF"
2010-12-31,0.20346,1073.4,"CF"
2011-12-31,0.3562,2766,"CF"
2005-12-31,0.38235,1877,"SCHW"
2006-12-31,0.39634,1476,"SCHW"
2007-12-31,0.39557,1853,"SCHW"
2008-12-31,0.39349,2028,"SCHW"
2009-12-31,0.38323,1276,"SCHW"
2010-12-31,0.27214,779,"SCHW"
2011-12-31,0.3793,1392,"SCHW"
1999-12-31,0.05024,210.4,"CHK"
2000-12-31,0,383.8964,"CHK"
2001-12-31,0.40068,730.8292,"CHK"
2002-12-31,0.38857,221,"CHK"
2003-12-31,0.37835,1141.5558,"CHK"
2004-12-31,0.35575,1059.9189,"CHK"
2005-12-31,0.365,1981.1,"CHK"
2006-12-31,0.38454,2859.2,"CHK"
2007-12-31,0.38015,2649,"CHK"
2008-12-31,0.37358,4161,"CHK"
2009-12-31,0.22826,2102,"CHK"
2010-12-31,0.38475,2530,"CHK"
2011-12-31,0.3465,2288,"CHK"
2000-12-31,0.44067,23113.9986,"CVX"
2001-12-31,0.60343,15610.5781,"CVX"
2002-12-31,0.72762,4754,"CVX"
2003-12-31,0.43383,19165.1814,"CVX"
2004-12-31,0.35147,21543.65,"CVX"
2005-12-31,0.44045,25990,"CVX"
2006-12-31,0.46404,32548,"CVX"
2007-12-31,0.41903,32215,"CVX"
2008-12-31,0.44291,43269,"CVX"
2009-12-31,0.43421,19136,"CVX"
2010-12-31,0.40652,32617,"CVX"
2011-12-31,0.4354,48090,"CVX"
2005-12-31,0,117.1,"CMG"
2006-12-31,0.3932,72.7,"CMG"
2007-12-31,0.38104,123.9,"CMG"
2008-12-31,0.38523,124,"CMG"
2009-12-31,0.3789,203.7,"CMG"
2010-12-31,0.38082,301.9,"CMG"
2011-12-31,0.3854,365,"CMG"
1999-12-31,0.12533,-5701.1,"CB"
2002-12-31,0,0,"CB"
2005-12-31,0.23518,0,"CB"
2006-12-31,0.27835,0,"CB"
2007-12-31,0.28038,0,"CB"
1999-12-31,0.30302,4494,"CI"
2000-12-31,0.34068,4750.6878,"CI"
2001-12-31,0.33935,5479.938,"CI"
2002-12-31,0,1423,"CI"
2003-12-31,0.31697,3466.5045,"CI"
2004-12-31,0.34815,3972.4672,"CI"
2005-12-31,0.32052,4049,"CI"
2006-12-31,0.33039,4377,"CI"
2007-12-31,0.32844,4809,"CI"
2008-12-31,0.2381,4666,"CI"
2009-12-31,0.31563,-3041.4889,"CI"
2010-12-31,0.28635,5171,"CI"
2011-12-31,0.3093,5598,"CI"
1999-12-31,0.20789,-1660.8,"CINF"
2002-12-31,0.19571,0,"CINF"
2005-12-31,0.26247,0,"CINF"
2006-12-31,0.23101,0,"CINF"
2007-12-31,0.24691,0,"CINF"
2000-05-31,0.37969,402.3,"CTAS"
2001-05-31,0.37593,458.0684,"CTAS"
2002-05-31,0.36959,478.1246,"CTAS"
2003-05-31,0.37019,423.8,"CTAS"
2004-05-31,0.37001,576.0463,"CTAS"
2005-05-31,0.36997,494.5802,"CTAS"
2006-05-31,0.373,546.9,"CTAS"
2007-05-31,0.373,577.4,"CTAS"
2008-05-31,0.368,577.4,"CTAS"
2009-05-31,0.32533,409.1,"CTAS"
2010-05-31,0.373,411.5,"CTAS"
2011-05-31,0.371,440.3,"CTAS"
2012-05-31,0.368,540,"CTAS"
2000-07-28,0.2997,5706,"CSCO"
2001-07-28,0.2997,5706.792,"CSCO"
2002-07-28,0.2805,4374.1094,"CSCO"
2003-07-28,0.27986,5410,"CSCO"
2004-07-28,0.27995,7753.2265,"CSCO"
2005-07-28,0.28559,7415.8997,"CSCO"
2006-07-28,0.26896,6996,"CSCO"
2007-07-28,0.26896,6996,"CSCO"
2008-07-28,0.22492,8621,"CSCO"
2009-07-28,0.20265,7322,"CSCO"
2010-07-28,0.17504,9164,"CSCO"
2011-07-28,0.17061,7674,"CSCO"
2012-07-28,0.2193,12736,"CSCO"
1999-12-31,0.3576,67469,"C"
2002-12-31,0.34076,76894.5,"C"
2005-12-31,0.30843,94832.3,"C"
2006-12-31,0.27332,116281,"C"
2007-12-31,0,124794,"C"
2008-12-31,0,73316,"C"
2009-12-31,0,83019,"C"
2010-12-31,0.16937,87035,"C"
2011-12-31,0.2408,76899,"C"
1999-12-31,-0.021276595744681,48.8,"CLF"
2000-12-31,0,36.08539,"CLF"
2001-12-31,0,-29.3995,"CLF"
2002-12-31,0,-61.9706,"CLF"
2003-12-31,0,24.2729,"CLF"
2004-12-31,0,116.7872,"CLF"
2005-12-31,0.23037,341.1,"CLF"
2006-12-31,0.24856,359.4,"CLF"
2007-12-31,0.22091,347.8,"CLF"
2008-12-31,0.24576,1171.1,"CLF"
2009-12-31,0.29136163982431,188.2,"CLF"
2010-12-31,0.28175,1285.5,"CLF"
2011-12-31,0.1874,2414,"CLF"
2000-06-30,0.36094,981,"CLX"
2001-06-30,0.2967,894.9579,"CLX"
2002-06-30,0.35341,941.9895,"CLX"
2003-06-30,0.3591,855,"CLX"
2004-06-30,0.35,1068.8928,"CLX"
2005-06-30,0.29081,820.9952,"CLX"
2006-06-30,0.32159,779,"CLX"
2007-06-30,0.33244,867,"CLX"
2008-06-30,0.33478,888,"CLX"
2009-06-30,0.33785,1018,"CLX"
2010-06-30,0.34811,1093,"CLX"
2011-06-30,0.49023,921,"CLX"
2012-06-30,0.3135,903,"CLX"
2000-12-31,0.41917,4.9766,"CME"
2004-12-31,0.40282,391.9432,"CME"
2005-12-31,0.3964,531.4,"CME"
2006-12-31,0.39352,620.8,"CME"
2007-12-31,0.39908,1086.3,"CME"
2008-12-31,0.4104,1587.1,"CME"
2009-12-31,0.41084,1615.3,"CME"
2010-12-31,0.41228,1851.6,"CME"
2011-12-31,0.4205,2021,"CME"
1999-12-31,0.20329,1591,"CMS"
2000-12-31,0.275,1693.4236,"CMS"
2001-12-31,0.29796,1485.9995,"CMS"
2002-12-31,0,697,"CMS"
2003-12-31,0.6,858.9254,"CMS"
2004-12-31,0.0678,638.2288,"CMS"
2005-12-31,0.25602,785,"CMS"
2006-12-31,0,363,"CMS"
2007-12-31,0.37631,556,"CMS"
2008-12-31,0.31626,795,"CMS"
2009-12-31,0.34595,733,"CMS"
2010-12-31,0.38103,968,"CMS"
2011-12-31,0.3684,1004,"CMS"
2002-06-30,0.35493,162.4987,"COH"
2003-06-30,0.37001,243.8,"COH"
2004-06-30,0.37499,487.3538,"COH"
2005-06-30,0.36902,621.8578,"COH"
2006-06-30,0.38,764.6,"COH"
2007-06-30,0.3848,993.4,"COH"
2008-06-30,0.39,1179.2,"COH"
2009-06-30,0.38,1000.3,"COH"
2010-06-30,0.36199,1150.2,"COH"
2011-06-30,0.3231,1304.9,"COH"
2012-06-30,0.31,1512,"COH"
1999-12-31,0.30203,5587,"KO"
2000-12-31,0.27058,5906.2246,"KO"
2001-12-31,0.29824,6154.9834,"KO"
2002-12-31,0.26955,5458,"KO"
2003-12-31,0.21061,6643.5908,"KO"
2004-12-31,0.24499,6178.764,"KO"
2005-12-31,0.23498,6173,"KO"
2006-12-31,0.22397,6597,"KO"
2007-12-31,0.24032,7506,"KO"
2008-12-31,0.22195,8446,"KO"
2009-12-31,0.22803,8231,"KO"
2010-12-31,0.22691,9579,"KO"
2011-12-31,0.239,11050,"KO"
1999-12-31,0.33508,2290,"CCE"
2000-12-31,0.29904,2364.425,"CCE"
2001-12-31,0,1954.022,"CCE"
2002-12-31,0.29929,1364,"CCE"
2003-12-31,0.30453,2674.019,"CCE"
2004-12-31,0.27139,1435.9882,"CCE"
2005-12-31,0.34937,1431,"CCE"
2006-12-31,0,-1495.2176,"CCE"
2007-12-31,0.14998,1431,"CCE"
2008-12-31,0.24586,1326,"CCE"
2009-12-31,0.24091,1527,"CCE"
2010-12-31,0.16354,810,"CCE"
2011-12-31,0.2074,1033,"CCE"
1999-12-31,0.37398,19.1,"CTSH"
2000-12-31,0.37399,30.6332,"CTSH"
2001-12-31,0.37399,41.9876,"CTSH"
2002-12-31,0.22469,45.2,"CTSH"
2003-12-31,0.20024,84.2442,"CTSH"
2004-12-31,0.17898,117.661,"CTSH"
2005-12-31,0.16951,177.6,"CTSH"
2006-12-31,0.16204,258.9,"CTSH"
2007-12-31,0.15499,381.5,"CTSH"
2008-12-31,0.16375,516.7,"CTSH"
2009-12-31,0.16012,618.5,"CTSH"
2010-12-31,0.16508,861.8,"CTSH"
2011-12-31,0.2442,1137,"CTSH"
1999-12-31,0.32791,1980,"CL"
2000-12-31,0.32121,2130.79383,"CL"
2001-12-31,0.30771,2259.4666,"CL"
2002-12-31,0.31118,1839.5,"CL"
2003-12-31,0.30393,2466.937,"CL"
2004-12-31,0.33605,2281.2053,"CL"
2005-12-31,0.35158,2467,"CL"
2006-12-31,0.31871,2588.7,"CL"
2007-12-31,0.32891,2978.3,"CL"
2008-12-31,0.33089,3204.1,"CL"
2009-12-31,0.3225,3726,"CL"
2010-12-31,0.32566,3790,"CL"
2011-12-31,0.3259,3832,"CL"
1999-12-31,0.60826,1880,"CMCSA"
2000-12-31,0.41155,676.39078,"CMCSA"
2001-12-31,0.54917,2701.8105,"CMCSA"
2002-12-31,0.58294,1912,"CMCSA"
2003-12-31,0,5120.9268,"CMCSA"
2004-12-31,0.45635,2908.8663,"CMCSA"
2005-12-31,0.49628,3690,"CMCSA"
2006-12-31,0.37479,4619,"CMCSA"
2007-12-31,0.41389,5578,"CMCSA"
2008-12-31,0.37777,6732,"CMCSA"
2009-12-31,0.28946,7214,"CMCSA"
2010-12-31,0.39908,7980,"CMCSA"
2011-12-31,0.3584,10893,"CMCSA"
1999-12-31,0.34894,2158.9,"CMA"
